subject,run,epoch,event,Fc5._alpha,Fc5._beta,Fc5._std,Fc3._alpha,Fc3._beta,Fc3._std,Fc1._alpha,Fc1._beta,Fc1._std,Fcz._alpha,Fcz._beta,Fcz._std,Fc2._alpha,Fc2._beta,Fc2._std,Fc4._alpha,Fc4._beta,Fc4._std,Fc6._alpha,Fc6._beta,Fc6._std,C5.._alpha,C5.._beta,C5.._std,C3.._alpha,C3.._beta,C3.._std,C1.._alpha,C1.._beta,C1.._std
S003,9,21,2,3.878113834423044e-11,6.280997031807947e-12,8.171802054174377e-05,3.719622569661359e-11,6.65240688673187e-12,8.043657166318816e-05,3.580292316932457e-11,6.238559258326058e-12,8.521136689416028e-05,3.219973059190292e-11,5.631533250591943e-12,8.490357298707404e-05,3.557886461935731e-11,5.505189133908807e-12,8.733523065278049e-05,2.6991489683723812e-11,5.588282678574236e-12,8.698219268848474e-05,2.6820571071209666e-11,5.58531126653617e-12,8.694957519987986e-05,2.5950935411686022e-11,6.470536168894238e-12,5.80863318899266e-05,2.8370978384883844e-11,6.414323759303207e-12,6.071205969979226e-05,2.806878410649723e-11,6.6052844404160104e-12,6.70840827820723e-05
S003,9,22,1,2.2252091124594344e-11,4.186557800584058e-12,7.645149829341683e-05,1.9669247828020976e-11,5.939710526508146e-12,7.767927833536433e-05,2.0804923894547885e-11,6.204011436673469e-12,7.822792129881127e-05,2.1752601117056986e-11,5.524907840153671e-12,8.263830239553666e-05,2.1774460833029085e-11,6.505515909291013e-12,7.878603759620997e-05,1.4791672201264343e-11,4.7842307205235955e-12,7.969941468005007e-05,1.4551331204576455e-11,4.959417293110759e-12,7.970763167902431e-05,1.2235548528896216e-11,5.6464380969271695e-12,5.695627494198791e-05,1.1265945729269372e-11,5.163897484233578e-12,5.93454271008495e-05,1.789540594112924e-11,4.781788053760068e-12,5.9721816726351784e-05
S003,9,23,3,2.0221265458129758e-11,8.226662805986748e-12,7.389999936898614e-05,2.495371035507438e-11,9.8642592099765e-12,6.523430867264988e-05,2.520004869196697e-11,9.86158694532796e-12,6.566938971431697e-05,2.6333182841426875e-11,9.68832958838213e-12,6.319972422125469e-05,2.8255542874975764e-11,1.0539040133652334e-11,6.431117306131428e-05,2.3947032525503447e-11,8.621453017004376e-12,6.332183860272121e-05,2.3888612838811484e-11,8.711548095990646e-12,6.317783891504557e-05,2.5901189758288065e-11,8.720630869279676e-12,5.235224691091253e-05,1.98146583116622e-11,1.0087133379645433e-11,5.369355090509883e-05,2.1764758257928038e-11,9.577317807114442e-12,5.271405501166227e-05
S003,9,24,1,3.9821194664847085e-11,1.0711003785205381e-11,7.989811837328355e-05,6.507230055151875e-11,1.0132257892411937e-11,8.541766527468912e-05,6.749294097801218e-11,9.78501927366238e-12,8.202281783827687e-05,7.758294167768107e-11,1.086711679782935e-11,8.047487502586064e-05,6.77437867952204e-11,8.248106038472785e-12,8.135341982443069e-05,2.3252692497099275e-11,5.7703788060490575e-12,8.184165683151269e-05,2.295155293439741e-11,5.634789395278702e-12,8.172367453458863e-05,5.834600616780955e-11,9.75074430025988e-12,5.874047262817585e-05,5.877543812131738e-11,9.52226940686863e-12,5.6642520874767015e-05,7.14789380269167e-11,1.0890687790372227e-11,6.264565214094962e-05
S003,9,25,2,3.711835914128035e-11,7.057714171746379e-12,5.4126964650959863e-05,2.6108806286445424e-11,4.597270313997087e-12,5.9182540434356524e-05,3.1628270119990976e-11,4.569128189900599e-12,6.0009510023592174e-05,3.0650809954933696e-11,4.312731904263719e-12,6.145353537055367e-05,2.896124877661559e-11,4.068468588713012e-12,6.456311082614372e-05,1.2760357865544119e-11,3.300449352513123e-12,6.013460378915584e-05,1.2888855564468082e-11,3.3025318091675958e-12,6.032464134845995e-05,1.99211546475653e-11,5.398371164525052e-12,4.129319107078006e-05,2.7054500778541255e-11,5.256845277279688e-12,5.460345635817622e-05,2.704981218652781e-11,4.958762759873521e-12,5.540449475478507e-05
S003,9,26,1,9.382947937761771e-11,1.2859966895137288e-11,8.512225988836439e-05,1.2107078235326338e-10,8.627893314935425e-12,8.410822224591777e-05,1.1819728438788207e-10,5.420476123971592e-12,7.674459652988209e-05,1.0361645888540972e-10,5.153505041320729e-12,7.892814922555443e-05,9.560474576171099e-11,4.45480234306047e-12,7.805122205844645e-05,4.4787199078780824e-11,4.005103497229553e-12,7.357671362543567e-05,4.453666484595178e-11,3.896006375520196e-12,7.337447557839603e-05,1.1506012387113311e-10,9.974106009281046e-12,6.9580668400693e-05,1.2171846675120718e-10,6.687952507143198e-12,6.64667795594755e-05,1.1260671051906378e-10,5.312676812887119e-12,7.198954466454103e-05
S003,9,27,3,4.5515151259645894e-11,9.974227476056002e-12,7.301222572253376e-05,5.7764443035347976e-11,7.667584458136526e-12,7.731291764755893e-05,4.33603576442145e-11,6.620844349971277e-12,7.249546960618208e-05,4.730994280492301e-11,6.6894743632808196e-12,7.57125428582878e-05,3.7252831803757856e-11,5.845881403873293e-12,7.636655116819128e-05,2.2005324053781227e-11,4.413126011955491e-12,7.746454115467905e-05,2.2686001368459322e-11,4.514923470633985e-12,7.688117579121992e-05,6.273820295055073e-11,8.25838308919888e-12,5.649197802946077e-05,5.2580754550680174e-11,7.751334208382632e-12,5.380906156594862e-05,4.971039181165746e-11,7.225843810508505e-12,6.045116426852515e-05
S003,9,28,1,4.693418498729681e-11,1.6088588037698345e-11,6.238166192285309e-05,2.5328137050636147e-11,1.789298511476834e-11,5.8326291578018976e-05,1.997781838447283e-11,1.747160145882077e-11,5.904402898120258e-05,1.676233161405777e-11,1.4152106480826947e-11,6.473957091152674e-05,1.1535487844728657e-11,1.1270153004220907e-11,6.372107244859952e-05,1.370554413723023e-11,6.333060954313175e-12,6.428214748816473e-05,1.375197032218854e-11,6.378405968904513e-12,6.423197676108877e-05,7.465369495661835e-11,1.67568987416551e-11,5.138649576580429e-05,3.156008309214273e-11,2.1575097517888794e-11,4.8193918078669305e-05,1.9383996543435614e-11,2.0451103615251464e-11,5.2548564554392234e-05
S003,9,29,2,3.0851460556835375e-11,7.252560479120341e-12,7.184099255369761e-05,3.971970490986622e-11,4.860880052830848e-12,7.924356252496406e-05,4.511330458066329e-11,5.1006714984155505e-12,7.668643130328293e-05,3.318773100042555e-11,4.719003546889996e-12,7.061856117372997e-05,3.8367655247044246e-11,4.340096264972203e-12,7.172572382808057e-05,1.7715614932819137e-11,3.3967558114541397e-12,6.931834118028624e-05,1.7351378366409004e-11,3.4880032842640815e-12,6.948280668259753e-05,3.009737627916322e-11,5.808350946703172e-12,4.771963674360956e-05,4.033141005665583e-11,5.6192575188027615e-12,5.34850351442799e-05,4.231031922216496e-11,4.985544139398231e-12,5.4947045620489924e-05
S003,10,0,1,1.0876905565201145e-10,1.157493237890069e-11,8.519888662944545e-05,9.297646867108458e-11,7.293065981459295e-12,8.554168400975591e-05,9.12789603375551e-11,5.937761889462348e-12,8.480396158840644e-05,9.344527161793536e-11,5.8457594653481335e-12,8.66848684501619e-05,9.657422259520518e-11,6.154904616731116e-12,8.810868438783367e-05,6.880606116372191e-11,5.014453881971322e-12,8.677544007060304e-05,6.855985310256921e-11,5.005430352320308e-12,8.631940299757289e-05,5.774207826730184e-11,9.642265549430938e-12,6.0518642818791055e-05,5.689895649454528e-11,7.743549272873128e-12,5.718690646925208e-05,5.808542593139701e-11,6.51013859239936e-12,6.883537638476172e-05
S003,10,1,2,4.5709296642287196e-11,9.771588680329784e-12,5.8674427020435194e-05,5.7326659522560406e-11,9.355150667894003e-12,6.538392580527486e-05,5.257614803794618e-11,8.352965100967294e-12,6.226203451350626e-05,5.632968211741402e-11,7.910596423710926e-12,6.090220839982455e-05,5.916590743430995e-11,7.0517833163292694e-12,5.9951508113509454e-05,3.28591490154716e-11,5.1417620457135336e-12,5.381402982854702e-05,3.269570244499961e-11,5.104879319389531e-12,5.395086091153646e-05,3.9786499009321506e-11,1.0458203299742592e-11,5.22942611082597e-05,3.9003974067843507e-11,8.999114127665515e-12,5.872555419360739e-05,4.078549859352682e-11,7.980211241151866e-12,6.066081450489563e-05
S003,10,2,1,2.685388573725882e-11,1.0822549153778861e-11,5.250935297934169e-05,2.752837584460966e-11,1.0274888288586347e-11,4.962340684559302e-05,2.1928186774094615e-11,8.852960712946254e-12,4.9050344714505665e-05,2.4748463623124064e-11,7.898123230121802e-12,4.726060530723316e-05,1.8110775034918044e-11,7.330316266612757e-12,4.5867299922300266e-05,1.1879690992049524e-11,4.642607523472167e-12,4.277458116248291e-05,1.2133604256037114e-11,4.721355029407619e-12,4.2802966523217324e-05,2.2413928120254027e-11,1.2492412904033102e-11,4.352352960295266e-05,2.027618170101079e-11,1.0180099749582461e-11,4.619652690650064e-05,1.878663698200648e-11,9.140830882841948e-12,4.059182619541221e-05
S003,10,3,3,3.419025764727072e-11,7.907643665485892e-12,7.335234748216583e-05,3.331485805315143e-11,7.0801165469537724e-12,7.84435533229366e-05,3.359407678724012e-11,5.705242477735737e-12,7.446242639058814e-05,3.171421037070117e-11,5.9436049850736546e-12,7.047008899524974e-05,2.3959850223604482e-11,5.59165115230125e-12,7.526884427754256e-05,1.633718734468881e-11,4.398965439959463e-12,6.763950810040727e-05,1.56747070919083e-11,4.4011351344457725e-12,6.73570489277538e-05,2.946490562501931e-11,7.463697496809454e-12,6.799695203014111e-05,3.086449076962348e-11,8.271420640444916e-12,5.426662927546432e-05,3.3776012667638375e-11,7.0342005411445206e-12,7.223172364010414e-05
S003,10,4,1,1.6472657910441722e-11,9.378379806247867e-12,8.158631634937237e-05,2.558120808374504e-11,4.5207303191382695e-12,6.88151521097484e-05,3.214248763330425e-11,4.858187153817101e-12,7.354606851662958e-05,3.111313715549447e-11,4.357311096970599e-12,6.860917259000021e-05,3.269899103739263e-11,3.8106398059771185e-12,7.108011713135201e-05,2.32830593160843e-11,2.0733302044735233e-12,7.548841841640696e-05,2.3497337544127695e-11,2.1037836256040578e-12,7.485220966283007e-05,1.0012941155426026e-11,7.394114778646197e-12,4.836973128107269e-05,1.04718388892953e-11,4.8156908529254734e-12,4.9193673056345014e-05,1.797753980539364e-11,3.883234744576706e-12,5.0866542534425775e-05
S003,10,5,2,5.68817756427491e-11,6.773052062436519e-12,6.79791842819378e-05,5.7844749161280515e-11,3.79943854472758e-12,6.432914740421366e-05,4.8835629652342076e-11,3.0855711935326125e-12,6.341226354380326e-05,5.0175589882500094e-11,2.418320005847337e-12,6.488648366392948e-05,4.869330231675328e-11,3.1334093915437852e-12,6.526306423768516e-05,2.4798572115209603e-11,1.818409193642362e-12,6.193544431445954e-05,2.4278838566187933e-11,1.832376859571056e-12,6.174743148959283e-05,4.13043860436687e-11,4.762018708023125e-12,5.5775903642180764e-05,5.1587890621735247e-11,3.827204039586953e-12,5.4454348893286356e-05,5.588517165074951e-11,2.7536446860359047e-12,5.7437041297302504e-05
S003,10,6,1,1.2509231689397396e-11,9.470806621016735e-12,4.087797762424347e-05,1.5583352517356504e-11,7.607876253934299e-12,4.7596663918027065e-05,1.3770935663761038e-11,8.230345652004756e-12,5.002944310266194e-05,1.412947598017389e-11,7.683116482745166e-12,4.988573797967363e-05,1.122162938508419e-11,7.553787731196444e-12,4.3488116681959736e-05,1.0108485270931396e-11,4.525429042272401e-12,3.524690579009644e-05,1.0073811140652019e-11,4.5984394363477205e-12,3.465982349464692e-05,1.658197745399178e-11,1.1957127223908871e-11,4.4066031386271316e-05,2.2635460023210922e-11,8.724539490278986e-12,4.1707158593690595e-05,2.245634600065828e-11,8.892966569273841e-12,4.575139715580979e-05
S003,10,7,3,6.334083298767719e-12,6.8832054436794704e-12,7.754275212825598e-05,7.528196593901157e-12,7.345358497486399e-12,7.850021250247162e-05,7.975643836712764e-12,8.678663966695631e-12,8.212943460828038e-05,9.895501303449499e-12,9.250395151221544e-12,7.597991131897921e-05,9.544015511540743e-12,8.321688370814508e-12,7.712666989574996e-05,4.950785136836012e-12,4.40047515436958e-12,7.926669818342482e-05,4.90873917703781e-12,4.454486758158433e-12,7.968143780183439e-05,7.43349646423227e-12,7.525744363806046e-12,5.69026709090214e-05,1.1061879199197335e-11,7.582831186911129e-12,5.3018809928079004e-05,1.0709759738251468e-11,9.043014919387017e-12,6.000865968182133e-05
S003,10,8,1,2.2767385397606542e-11,7.901136995328108e-12,7.95692427380269e-05,2.384883538753336e-11,8.789961571711037e-12,8.428381628222246e-05,1.7817147086855936e-11,9.874814118834858e-12,8.058698690628017e-05,1.5273558271095167e-11,9.330678890689842e-12,8.153129951933857e-05,1.6128267867624644e-11,1.0395785974960086e-11,8.251328541848578e-05,8.799657993551916e-12,7.754555944303914e-12,8.345061941743814e-05,8.71144507129711e-12,7.781888973817832e-12,8.326190492811942e-05,2.2222492806240483e-11,9.411073374286435e-12,6.277091886503309e-05,2.7012039923905685e-11,9.434851124627022e-12,6.0931301793111555e-05,2.575630257317994e-11,9.258071859275269e-12,6.69816226029209e-05
S003,10,9,3,1.7471937935854192e-11,7.616403680841214e-12,5.7565013902488503e-05,1.9500843898526985e-11,5.502294516538272e-12,5.892081125223843e-05,1.6380754757328798e-11,4.327787978623708e-12,5.721092818561528e-05,1.5312590471814553e-11,4.103987233651889e-12,5.7282791427519574e-05,1.0125303742154061e-11,4.01638623501473e-12,5.663831785896153e-05,5.519590996040014e-12,2.241971381440763e-12,5.49855534553386e-05,5.634937049615099e-12,2.2688817946979203e-12,5.4819425730377815e-05,1.6839007520920395e-11,7.230300078443839e-12,5.0878498569022624e-05,2.420094593134452e-11,7.503868234187738e-12,5.077939682025713e-05,2.3749633020992174e-11,5.673011224725164e-12,5.2273847926716084e-05
S003,10,10,1,3.0441778668021666e-11,5.549695002820202e-12,6.025906406887908e-05,2.6153771168306873e-11,2.435764952837215e-12,6.498457988708925e-05,2.923118847629687e-11,1.9835690741668684e-12,5.8520310498252735e-05,2.95783454495604e-11,2.1589248038059543e-12,6.002253016562393e-05,2.452991067712874e-11,2.11175287621839e-12,6.296441781154151e-05,1.4700774278389153e-11,1.6502410077639065e-12,6.371336563142659e-05,1.4515525270303267e-11,1.674282018758652e-12,6.32108238597275e-05,2.3845561721630047e-11,4.013677825498904e-12,4.684412250391452e-05,2.7485685459864923e-11,2.6888051794553496e-12,4.956868381582036e-05,2.8068825873967066e-11,2.6935959853797073e-12,4.6932314169807646e-05
S003,10,11,2,8.96273863719659e-12,7.384099369768632e-12,5.862934788002861e-05,1.7889647558569146e-11,7.2414731836698186e-12,6.0269066050421224e-05,1.558400563114282e-11,6.441789182745449e-12,5.5640385560431e-05,1.232788938746572e-11,6.140869866342569e-12,5.472829421809383e-05,1.2150752409650496e-11,5.530241837338309e-12,5.242177086790567e-05,5.181660307506923e-12,2.864065142297571e-12,4.761044503439852e-05,5.2512159213430955e-12,2.92946287540296e-12,4.7376101232820305e-05,1.7579521412780516e-11,6.53072777938169e-12,4.0269250583790836e-05,2.6552416075021737e-11,6.9503684647172406e-12,4.599382158839259e-05,1.9215837485115215e-11,6.167857212683837e-12,4.887203664548532e-05
S003,10,12,1,1.950721140871533e-11,4.7070697023918144e-12,4.2339373499214815e-05,2.0031152557752982e-11,4.431657111833548e-12,4.4803500697499376e-05,2.1863204953523918e-11,4.0269907787077515e-12,5.263843910763282e-05,2.5368157184123895e-11,4.027952210519801e-12,5.194758312149165e-05,2.7166466252295e-11,3.960858992534489e-12,4.548997383970147e-05,1.567724449110895e-11,2.7072743852379193e-12,4.713099977755233e-05,1.5546827062659065e-11,2.7091064081314547e-12,4.7423550873727754e-05,2.236803018790045e-11,3.738846593202101e-12,3.848945978792073e-05,2.781669619910802e-11,3.513618146105197e-12,3.944924157304502e-05,2.4572876935990847e-11,3.6029178276668595e-12,4.80835404592188e-05
S003,10,13,2,4.3293430979405926e-11,7.29977660944177e-12,8.638340164552279e-05,4.553930143532928e-11,5.6794157956081e-12,8.912561287417495e-05,4.4388660809121563e-11,5.737835547056414e-12,9.773959040598486e-05,3.784602612228186e-11,4.952008383802283e-12,9.995628415295327e-05,3.585879649578118e-11,3.9476576310522746e-12,8.956517544751405e-05,2.9746827812076034e-11,2.6099861153397995e-12,8.940246457216563e-05,2.969550083352489e-11,2.629424378393296e-12,8.813328616851031e-05,4.0308117677049974e-11,8.794501208588757e-12,6.360732436604642e-05,5.622928154033162e-11,7.541806286279981e-12,6.42491665035089e-05,4.099582349054771e-11,5.79423042154573e-12,7.399110901372023e-05
S003,10,14,1,1.9052500637827174e-11,4.0509976367644024e-12,6.78117737648477e-05,2.7118566367415477e-11,4.2213904911503815e-12,7.360196314339673e-05,2.2304843441023972e-11,4.068665022989148e-12,7.000068973591509e-05,1.7996436879161854e-11,4.446758231247813e-12,7.060037508279065e-05,1.5290166145939613e-11,4.570084584090081e-12,7.131180172377216e-05,1.3508422169049991e-11,4.327775984069847e-12,6.853624213977039e-05,1.3957517088766964e-11,4.440498119384688e-12,6.831381884883834e-05,1.3249873761534926e-11,5.777020084698758e-12,5.183800772825303e-05,1.3887146696908038e-11,5.4515038386962095e-12,5.3116190964052315e-05,1.4950060267586e-11,5.033549549383801e-12,5.1847635697990985e-05
S003,10,15,3,3.834437640269508e-11,6.8756651634343065e-12,5.8244782370461636e-05,3.356431510013011e-11,4.422260599128385e-12,6.365489374292722e-05,4.127217789412156e-11,5.027149013026077e-12,5.874921092127484e-05,4.5885580697748435e-11,5.012657524688633e-12,6.449035667730659e-05,5.005657077576917e-11,4.282100421762897e-12,5.9374087008164634e-05,2.952519482547421e-11,3.708507859811599e-12,6.150189816136347e-05,2.9587882300490706e-11,3.6072237169448128e-12,6.123542229101183e-05,3.332846860942336e-11,4.686598206579822e-12,4.6449820401752394e-05,3.555820784805232e-11,5.274119913238035e-12,4.672308644140454e-05,3.9162547925675955e-11,5.2744712595296184e-12,4.7457255797227634e-05
S003,10,16,1,2.1754240669078345e-11,5.086359248291094e-12,7.932270137915272e-05,2.1405301512532923e-11,7.140714049344924e-12,7.64463423868773e-05,2.4200078787902194e-11,8.670887917806852e-12,7.873694647391096e-05,2.5101987940621838e-11,9.407246954686004e-12,7.494417418765516e-05,2.2030284107581937e-11,9.604409913656085e-12,7.808389321689222e-05,1.482668610543794e-11,7.519909058275308e-12,7.59099933677962e-05,1.5219783074389882e-11,7.729132214191752e-12,7.550342270641726e-05,1.7834717568214936e-11,4.517123262191647e-12,5.680694318798899e-05,2.2547835954263407e-11,7.321424502553538e-12,5.930758273003705e-05,2.640222719893244e-11,9.025549015570208e-12,5.723860037840371e-05
S003,10,17,2,3.4668294980195325e-11,9.978227015744504e-12,7.504281222280776e-05,3.3860502268500305e-11,1.1548834498586509e-11,7.943574117217532e-05,5.625399915706205e-11,1.233604558647636e-11,7.532302205706104e-05,6.514489429107695e-11,1.1789153138908908e-11,7.750716673429398e-05,7.834516265504959e-11,1.0308499017528535e-11,7.984845945492349e-05,5.0734447473996874e-11,5.715127301371308e-12,7.773196237700958e-05,5.056640876583198e-11,5.935620526203939e-12,7.756641735837644e-05,3.1274195728667683e-11,9.538354317988367e-12,5.687612202042726e-05,5.054199748034441e-11,1.2275535174685463e-11,5.517471770213731e-05,7.906894442886942e-11,1.2931223992076138e-11,6.0176334828374324e-05
S003,10,18,1,4.7847630335412055e-11,1.1084748227079253e-11,8.078059078753288e-05,4.412822581479934e-11,7.70089149169926e-12,7.767313702867443e-05,4.480846967803709e-11,7.285836477883165e-12,8.041449960053234e-05,4.8990180500104536e-11,7.7695728154589e-12,7.571067409110725e-05,4.3316436454417495e-11,7.001206816601016e-12,7.733911375065306e-05,3.1014088580497956e-11,5.062352513618439e-12,7.183489981476421e-05,3.0976432716682564e-11,5.208772378318595e-12,7.187879421790229e-05,5.120394755682981e-11,8.35020900329142e-12,6.012853924827127e-05,4.4501853538962716e-11,7.734931027383921e-12,6.240502065852461e-05,4.3470144518235716e-11,7.83109639102859e-12,6.49175200624583e-05
S003,10,19,3,1.1096126884595715e-11,9.264416591192451e-12,5.114590246977176e-05,1.351721887186019e-11,9.458196658214768e-12,5.011226766706851e-05,1.836368933599028e-11,1.1328958282349232e-11,4.8450740028355895e-05,2.0842219911183212e-11,1.3746790664345955e-11,4.5758006609918496e-05,1.6340398674665793e-11,1.1904429083243775e-11,4.684909731133201e-05,1.134543782635776e-11,6.420702626778553e-12,4.19688663136977e-05,1.1362428531737853e-11,6.459646447575568e-12,4.218802997943234e-05,1.2185859367759676e-11,6.886209722203749e-12,4.146534822130756e-05,1.5864761521251543e-11,7.984314047744219e-12,4.011515822952098e-05,2.072371746335874e-11,1.031147327336042e-11,3.993229414158884e-05
S003,10,20,1,6.425513547096619e-11,1.4217251807716287e-11,7.577162500737454e-05,1.912337461263281e-11,1.4108628035714544e-11,7.1289564026118e-05,1.4734291232796748e-11,1.1778618901419942e-11,6.951043005515767e-05,1.7817840955396215e-11,1.1296778161916534e-11,6.639308832541004e-05,2.1988100818668806e-11,1.0996532870297162e-11,6.842709642077176e-05,1.3021187002012026e-11,6.1583844117519e-12,6.385509822068708e-05,1.3101978805179721e-11,6.3701163228322656e-12,6.377479748312834e-05,5.7964400196780406e-11,1.8129094710089216e-11,5.415880906746364e-05,2.4007827254631188e-11,1.7879898379532818e-11,5.338375913392419e-05,1.8635789004398457e-11,1.4876019780995113e-11,5.605481074475207e-05
S003,10,21,2,3.229508682698455e-11,8.063290579009824e-12,6.66846049759196e-05,4.315133394526876e-11,6.225087153053928e-12,5.4820187854293976e-05,3.936339814405498e-11,6.510996103408168e-12,5.477603464232969e-05,4.211591668619993e-11,6.9245228904276734e-12,5.864083332956362e-05,3.977877843772157e-11,5.425782139440324e-12,5.9461529325975736e-05,2.052278750544824e-11,4.077552827183892e-12,5.860778256421713e-05,1.9951568977746732e-11,4.048959248718646e-12,5.879188868718121e-05,3.530598060678345e-11,7.104792561070614e-12,4.8358041017144285e-05,5.3160749690517606e-11,8.412874264381066e-12,4.45218938003714e-05,5.93918848512509e-11,8.651233035640967e-12,4.361315687236281e-05
S003,10,22,1,4.055846740107992e-11,1.091195390771812e-11,6.892680111564017e-05,3.354639790986365e-11,7.715222271221453e-12,6.68097041815074e-05,3.8100440835365285e-11,6.0158369467284035e-12,6.639624865592943e-05,3.066743793313784e-11,5.296309830777362e-12,6.520132751213601e-05,2.3054943244393185e-11,5.1980864288499305e-12,6.743462043714065e-05,1.0192618569341974e-11,4.062766528918257e-12,7.312576236681737e-05,1.018350473988485e-11,4.020682432163669e-12,7.294531814218196e-05,3.847374712415593e-11,9.982752476381381e-12,5.26377803545414e-05,3.525831808270996e-11,8.416630959732136e-12,4.823273027152975e-05,2.7203995909982684e-11,6.273385973502579e-12,4.919951492745398e-05
S003,10,23,3,9.717233285872189e-11,3.905584755825893e-12,7.549020873717536e-05,5.557129548813373e-11,3.660584606027153e-12,7.173350319369481e-05,4.818022916587666e-11,3.1629074472303716e-12,7.187542356906564e-05,3.58013656048976e-11,3.506931590779147e-12,6.9743087903973e-05,3.710991412349771e-11,3.0126734331703908e-12,7.07136023939734e-05,3.3900005162926357e-11,2.195858561955919e-12,6.999919906596817e-05,3.4416721078607384e-11,2.2906563076955784e-12,7.029674253163445e-05,6.165817185379531e-11,4.108454436895002e-12,5.363655451102224e-05,4.071997164817554e-11,3.402396630529707e-12,5.118162349395025e-05,3.918404228274437e-11,2.6404627224888576e-12,5.5000464155733314e-05
S003,10,24,1,2.6719853422974653e-11,1.0721229356362867e-11,5.726375811640546e-05,3.9215630398928445e-11,8.692976069583714e-12,6.39438183863171e-05,4.4973778274490235e-11,9.460070647937533e-12,6.641755083484247e-05,5.0297261546833114e-11,8.933074148848349e-12,6.676390526914376e-05,4.524961684198051e-11,6.349985809278704e-12,6.38986619882737e-05,2.276201394061164e-11,4.578200957852645e-12,5.4930401037874226e-05,2.2390003148753093e-11,4.534876508718449e-12,5.489884844796515e-05,3.03436416611817e-11,1.0293914270391558e-11,4.572246263539375e-05,4.082314404235415e-11,9.51264965430488e-12,5.289033195961236e-05,4.5977808809091194e-11,8.82445749460852e-12,5.6284258380843446e-05
S003,10,25,3,2.3578901820828282e-11,5.124271270005279e-12,6.377664454605364e-05,3.606942706400633e-11,7.2751149091524e-12,6.744722667232642e-05,3.487073075533751e-11,7.1985114242501085e-12,6.645684949199551e-05,3.5633936426510565e-11,7.0463129630703465e-12,6.754081928277086e-05,2.7516061796167e-11,8.360868418619339e-12,6.626241074519671e-05,1.708596476239195e-11,5.441000098275462e-12,6.238904371515266e-05,1.696183117197924e-11,5.459854524325957e-12,6.265396118139074e-05,2.705152896213179e-11,6.275771564726902e-12,5.627572574615042e-05,2.65967655564756e-11,7.68723966519505e-12,5.993349996007986e-05,3.135868174507591e-11,7.868466436279104e-12,5.8626744211897515e-05
S003,10,26,1,1.7222117983221447e-11,6.800605986512134e-12,3.641977292968482e-05,9.628978949953497e-12,5.4851406815819825e-12,2.790161972614767e-05,5.806675716018845e-12,5.657171553924806e-12,3.095584659523015e-05,5.572978351809277e-12,4.261223004218399e-12,3.0097906380965873e-05,4.131174752297606e-12,4.815115274639849e-12,2.875706891070256e-05,2.787365966871492e-12,3.71855142046316e-12,2.4681638842863846e-05,2.7653329672863425e-12,3.707686165462531e-12,2.4539177113352664e-05,2.1054467362836738e-11,8.26882594860388e-12,2.991977446097441e-05,9.252467186136701e-12,6.591668734276471e-12,3.3109978096448016e-05,8.270825502583368e-12,6.0258078559179604e-12,3.1190048577216486e-05
S003,10,27,2,2.9594811064664395e-11,8.681327310063951e-12,6.280442085991174e-05,3.40983407524001e-11,7.225626995282641e-12,6.09527123285447e-05,4.071973432813166e-11,6.8646468214624175e-12,6.010029611825232e-05,3.7504823864168684e-11,6.6465014866696606e-12,6.177660691543413e-05,4.432435677842781e-11,6.4682984720423525e-12,6.290161857870779e-05,3.69882509697993e-11,5.3491273508667245e-12,6.012576855534311e-05,3.6283567940751606e-11,5.361880846532384e-12,6.031708767903579e-05,3.3654636718274054e-11,8.63243285214908e-12,5.114757678597436e-05,3.396929057059563e-11,7.459472247427538e-12,5.431237542476508e-05,3.322064748154134e-11,7.453954406238736e-12,5.3953247194520614e-05
S003,10,28,1,4.270901957736879e-11,1.0729383392001586e-11,4.624657861001657e-05,2.6742656717737135e-11,1.1086985222717853e-11,5.674739795974881e-05,1.8997336178991822e-11,1.1718579536003432e-11,5.0479150561924096e-05,2.0424108623777054e-11,9.727756189055848e-12,5.094425946676156e-05,2.1489001639380357e-11,9.309399571573313e-12,5.042112999966411e-05,1.1939811897808951e-11,8.303797244341149e-12,4.619618531838232e-05,1.2567702631498892e-11,8.350882272889176e-12,4.634837550714667e-05,3.362284625160527e-11,9.262748645623432e-12,3.616142401074647e-05,2.6218862689926924e-11,8.679492129179643e-12,3.917924659322257e-05,1.926723449639835e-11,9.711811759637175e-12,4.5440231586084435e-05
S003,10,29,3,6.2889455883150226e-12,9.001171801455465e-12,6.851796071327076e-05,1.2627634556968773e-11,8.480221838463734e-12,7.317780324061799e-05,1.9971277834179236e-11,8.717962093576341e-12,6.970683236410056e-05,2.2524765494575997e-11,9.711697364232674e-12,6.72823361877454e-05,2.1321692425880903e-11,9.378792510881866e-12,6.326443824193865e-05,1.231619110950503e-11,5.038853713748454e-12,5.5081810272764774e-05,1.19790195420812e-11,5.120738186240744e-12,5.496521175573722e-05,8.993288255105878e-12,9.015710240692718e-12,5.76390143546594e-05,1.9752278313111578e-11,8.97297412655552e-12,5.89351753841884e-05,2.6604391371430525e-11,9.397616172672521e-12,6.081718284286808e-05
